text,label
בקרב אל הטבע הבר והמקסים נפלא לראות את החיות בטבען,0
בביקור בחנות נתקלתי במוצר שהפתיע אותי ואהבתי מאוד,0
האירוע החשוב הזה מהווה את ההתחלה של מסע חדש ומרתק,0
הקיץ חם מאוד - וזה הולך ומתחמם ככל שעובר הזמן,0
היו היו ימים עולם כל כך תמים כולם ביחד חיים בלי פחד,0
אמר לו תלמידו אל תענה לי על דבר זה מכיון שהוא סוד גדול,0
ברוך אתה יי אלהינו מלך העולם המוציא לחם מן הארץ,0
מלך על כל הארץ מקדש ישראל ויום הזיכרון,0
יעלה ויבוא ויגיע ויראה וירצה וישמע ויפקד ויזכר זכרונינו ופקדונינו וזכרון אבותינו,0
מכיל קמח חיטה (מכיל גלוטן) קמח תירס שמן סויה צמחי שומשום מלח שולחן,0
לשמו במקום קריר מוצל ויבש לסגור לאחר הפתיחה,0
אז כן העמוד הזה הוא אכן סופה של החוברת אבל לא רק. הוא גם התחלה. התחלת הסוף,0
שמעו את הדבר הזה אשר דבר יהוה עליכם בני ישראל על כל המשפחה אשר העליתי מארץ מצרים לאמר,1
רק אתכם ידעתי מכל משפחות האדמה על כן אפקד עליכם את כל עונתיכם,1
הילכו שנים יחדו בלתי אם נועדו,1
הישאג אריה ביער וטרף אין לו היתן כפיר קולו ממענתו בלתי אם לכד,1
התפל צפור על פח הארץ ומוקש אין לה היעלה פח מן האדמה ולכוד לא ילכוד,1
אם יתקע שופר בעיר ועם לא יחרדו אם תהיה רעה בעיר ויהוה לא עשה,1
כי לא יעשה אדני יהוה דבר כי אם גלה סודו אל עבדיו הנביאים,1
אריה שאג מי לא יירא אדני יהוה דבר מי לא ינבא,1
השמיעו על ארמנות באשדוד ועל ארמנות בארץ מצרים ואמרו האספו על הרי שמרון וראו מהומת רבות בתוכה ועשוקים בקרבה,1
ולא ידעו עשות נכחה נאם יהוה האוצרים חמס ושד בארמנותיהם,1
לכן כה אמר אדני יהוה צר וסביב הארץ והורד ממך עזך ונבזו ארמנותיך,1
כה אמר יהוה כאשר יציל הרעה מפי הארי שתי כרעים או בדל אזן כן ינצלו בני ישראל הישבים בשמרון בפאת מטה ובדמשק ערש,1
שמעו והעידו בבית יעקב נאם אדני יהוה אלהי הצבאות,1
כי ביום פקדי פשעי ישראל עליו ופקדתי על מזבחות בית אל ונגדעו קרנות המזבח ונפלו לארץ,1
והכיתי בית החרף על בית הקיץ ואבדו בתי השן וספו בתים רבים נאם יהוה,1
שמעו הדבר הזה פרות הבשן אשר בהר שמרון העשקות דלים הרצצות אביונים האמרת לאדניהם הביאה ונשתה,1
נשבע אדני יהוה בקדשו כי הנה ימים באים עליכם ונשא אתכם בצנות ואחריתכן בסירות דוגה,1
ופרצים תצאנה אשה נגדה והשלכתנה ההרמונה נאם יהוה,1
באו בית אל ופשעו הגלגל הרבו לפשע והביאו לבקר זבחיכם לשלשת ימים מעשרתיכם,1
וקטר מחמץ תודה וקראו נדבות השמיעו כי כן אהבתם בני ישראל נאם אדני יהוה,1
וגם אני נתתי לכם נקיון שנים בכל עריכם וחסר לחם בכל מקומתיכם ולא שבתם עדי נאם יהוה,1
וגם אנכי מנעתי מכם את הגשם בעוד שלשה חדשים לקציר והמטרתי על עיר אחת ועל עיר אחת לא אמטיר חלקה אחת תמטר וחלקה אשר לא תמטיר עליה תיבש,1
ונעו שתים שלש ערים אל עיר אחת לשתות מים ולא ישבעו ולא שבתם עדי נאם יהוה,1
הכיתי אתכם בשדפון ובירקון הרבות גנותיכם וכרמיכם ותאניכם וזיתיכם יאכל הגזם ולא שבתם עדי נאם יהוה  שלחתי בכם דבר בדרך מצרים הרגתי בחרב בחוריכם עם שבי סוסיכם ואעלה באש מחניכם ובאפכם ולא שבתם עדי נאם יהוה,1
הפכתי בכם כמהפכת אלהים את סדם ואת עמרה ותהיו כאוד מצל משרפה ולא שבתם עדי נאם יהוה  לכן כה אעשה לך ישראל עקב כי זאת אעשה לך הכון לקראת אלהיך ישראל,1
כי הנה יוצר הרים וברא רוח ומגיד לאדם מה שחו עשה שחר עיפה ודרך על במתי ארץ יהוה אלהי צבאות שמו,1
שמעו את הדבר הזה אשר אנכי נשא עליכם קינה בית ישראל,1
מני אפרים שרשם בעמלק אחריך בנימין בעממיך מני מכיר ירדו מחקקים ומזבולן משכים בשבט ספר,1
ושרי ביששכר עם דברה ויששכר כן ברק בעמק שלח ברגליו בפלגות ראובן גדלים חקקי לב,1
למה ישבת בין המשפתים לשמע שרקות עדרים לפלגות ראובן גדולים חקרי לב,1
גלעד בעבר הירדן שכן ודן למה יגור אניות אשר ישב לחוף ימים ועל מפרציו ישכון,1
זבלון עם חרף נפשו למות ונפתלי על מרומי שדה,1
באו מלכים נלחמו אז נלחמו מלכי כנען בתענך על מי מגדו בצע כסף לא לקחו,1
מן שמים נלחמו הכוכבים ממסלותם נלחמו עם סיסרא,1
נחל קישון גרפם נחל קדומים נחל קישון תדרכי נפשי עז,1
אז הלמו עקבי סוס מדהרות דהרות אביריו,1
אורו מרוז אמר מלאך יהוה ארו ארור ישביה כי לא באו לעזרת יהוה לעזרת יהוה בגבורים,1
תברך מנשים יעל אשת חבר הקיני מנשים באהל תברך,1
מים שאל חלב נתנה בספל אדירים הקריבה חמאה,1
ידה ליתד תשלחנה וימינה להלמות עמלים והלמה סיסרא מחקה ראשו ומחצה וחלפה רקתו,1
בין רגליה כרע נפל שכב בין רגליה כרע נפל באשר כרע שם נפל שדוד,1
בעד החלון נשקפה ותיבב אם סיסרא בעד האשנב מדוע בשש רכבו לבוא מדוע אחרו פעמי מרכבותיו,1
חכמות שרותיה תענינה אף היא תשיב אמריה לה,1
הלא ימצאו יחלקו שלל רחם רחמתים לראש גבר שלל צבעים לסיסרא שלל צבעים רקמה צבע רקמתים לצוארי שלל,1
כן יאבדו כל אויביך יהוה ואהביו כצאת השמש בגברתו ותשקט הארץ ארבעים שנה,1
ויעשו בני ישראל הרע בעיני יהוה ויתנם יהוה ביד מדין שבע שנים,1
ותעז יד מדין על ישראל מפני מדין עשו להם בני ישראל את המנהרות אשר בהרים ואת המערות ואת המצדות,1
והיה אם זרע ישראל ועלה מדין ועמלק ובני קדם ועלו עליו,1
ויחנו עליהם וישחיתו את יבול הארץ עד בואך עזה ולא ישאירו מחיה בישראל ושה ושור וחמור,1
כי הם ומקניהם יעלו ואהליהם יבאו [ובאו] כדי ארבה לרב ולהם ולגמליהם אין מספר ויבאו בארץ לשחתה,1
וידל ישראל מאד מפני מדין ויזעקו בני ישראל אל יהוה,1
ויהי כי זעקו בני ישראל אל יהוה על אדות מדין,1
וישלח יהוה איש נביא אל בני ישראל ויאמר להם כה אמר יהוה אלהי ישראל אנכי העליתי אתכם ממצרים ואציא אתכם מבית עבדים,1
ואצל אתכם מיד מצרים ומיד כל לחציכם ואגרש אותם מפניכם ואתנה לכם את ארצם,1
ואמרה לכם אני יהוה אלהיכם לא תיראו את אלהי האמרי אשר אתם יושבים בארצם ולא שמעתם בקולי,1
ויבא מלאך יהוה וישב תחת האלה אשר בעפרה אשר ליואש אבי העזרי וגדעון בנו חבט חטים בגת להניס מפני מדין,1
וירא אליו מלאך יהוה ויאמר אליו יהוה עמך גבור החיל,1
ויאמר אליו גדעון בי אדני ויש יהוה עמנו ולמה מצאתנו כל זאת ואיה כל נפלאתיו אשר ספרו לנו אבותינו לאמר הלא ממצרים העלנו יהוה ועתה נטשנו יהוה ויתננו בכף מדין,1
ויפן אליו יהוה ויאמר לך בכחך זה והושעת את ישראל מכף מדין הלא שלחתיך,1
ויאמר אליו בי אדני במה אושיע את ישראל הנה אלפי הדל במנשה ואנכי הצעיר בבית אבי,1
ויאמר אליו יהוה כי אהיה עמך והכית את מדין כאיש אחד,1
ויאמר אליו אם נא מצאתי חן בעיניך ועשית לי אות שאתה מדבר עמי,1
אל נא תמש מזה עד באי אליך והצאתי את מנחתי והנחתי לפניך ויאמר אנכי אשב עד שובך,1
וגדעון בא ויעש גדי עזים ואיפת קמח מצות הבשר שם בסל והמרק שם בפרור ויוצא אליו אל תחת האלה ויגש  ויאמר אליו מלאך האלהים קח את הבשר ואת המצות והנח אל הסלע הלז ואת המרק שפוך ויעש כן,1
וישלח מלאך יהוה את קצה המשענת אשר בידו ויגע בבשר ובמצות ותעל האש מן הצור ותאכל את הבשר ואת המצות ומלאך יהוה הלך מעיניו,1
וירא גדעון כי מלאך יהוה הוא ויאמר גדעון אהה אדני יהוה כי על כן ראיתי מלאך יהוה פנים אל פנים  ויאמר לו יהוה שלום לך אל תירא לא תמות,1
ויבן שם גדעון מזבח ליהוה ויקרא לו יהוה שלום עד היום הזה עודנו בעפרת אבי העזרי,1
לא יאבה יהוה סלח לו כי אז יעשן אף יהוה וקנאתו באיש ההוא ורבצה בו כל האלה הכתובה בספר הזה ומחה יהוה את שמו מתחת השמים,1
והבדילו יהוה לרעה מכל שבטי ישראל ככל אלות הברית הכתובה בספר התורה הזה,1
ואמר הדור האחרון בניכם אשר יקומו מאחריכם והנכרי אשר יבא מארץ רחוקה וראו את מכות הארץ ההוא ואת תחלאיה אשר חלה יהוה בה,1
גפרית ומלח שרפה כל ארצה לא תזרע ולא תצמח ולא יעלה בה כל עשב כמהפכת סדם ועמרה אדמה וצביים [וצבוים] אשר הפך יהוה באפו ובחמתו,1
ואמרו כל הגוים על מה עשה יהוה ככה לארץ הזאת מה חרי האף הגדול הזה,1
ואמרו על אשר עזבו את ברית יהוה אלהי אבתם אשר כרת עמם בהוציאו אתם מארץ מצרים,1
וילכו ויעבדו אלהים אחרים וישתחוו להם אלהים אשר לא ידעום ולא חלק להם,1
ויחר אף יהוה בארץ ההוא להביא עליה את כל הקללה הכתובה בספר הזה,1
ויתשם יהוה מעל אדמתם באף ובחמה ובקצף גדול וישלכם אל ארץ אחרת כיום הזה,1
הנסתרת ליהוה אלהינו והנגלת לנו ולבנינו עד עולם לעשות את כל דברי התורה הזאת,1
והיה כי יבאו עליך כל הדברים האלה הברכה והקללה אשר נתתי לפניך והשבת אל לבבך בכל הגוים אשר הדיחך יהוה אלהיך שמה,1
ושבת עד יהוה אלהיך ושמעת בקלו ככל אשר אנכי מצוך היום אתה ובניך בכל לבבך ובכל נפשך,1
ושב יהוה אלהיך את שבותך ורחמך ושב וקבצך מכל העמים אשר הפיצך יהוה אלהיך שמה,1
אם יהיה נדחך בקצה השמים משם יקבצך יהוה אלהיך ומשם יקחך,1
והביאך יהוה אלהיך אל הארץ אשר ירשו אבתיך וירשתה והיטבך והרבך מאבתיך,1
ומל יהוה אלהיך את לבבך ואת לבב זרעך לאהבה את יהוה אלהיך בכל לבבך ובכל נפשך למען חייך,1
ונתן יהוה אלהיך את כל האלות האלה על איביך ועל שנאיך אשר רדפוך,1
ואתה תשוב ושמעת בקול יהוה ועשית את כל מצותיו אשר אנכי מצוך היום,1
והותירך יהוה אלהיך בכל מעשה ידך בפרי בטנך ובפרי בהמתך ובפרי אדמתך לטובה כי ישוב יהוה לשוש עליך לטוב כאשר שש על אבתיך,1
כי תשמע בקול יהוה אלהיך לשמר מצותיו וחקתיו הכתובה בספר התורה הזה כי תשוב אל יהוה אלהיך בכל לבבך ובכל נפשך,1
כי המצוה הזאת אשר אנכי מצוך היום לא נפלאת הוא ממך ולא רחקה הוא,1
לא בשמים הוא לאמר מי יעלה לנו השמימה ויקחה לנו וישמענו אתה ונעשנה,1
ולא מעבר לים הוא לאמר מי יעבר לנו אל עבר הים ויקחה לנו וישמענו אתה ונעשנה,1
כי קרוב אליך הדבר מאד בפיך ובלבבך לעשתו  ראה נתתי לפניך היום את החיים ואת הטוב ואת המות ואת הרע,1
אשר אנכי מצוך היום לאהבה את יהוה אלהיך ללכת בדרכיו ולשמר מצותיו וחקתיו ומשפטיו וחיית ורבית וברכך יהוה אלהיך בארץ אשר אתה בא שמה לרשתה,1
ואם יפנה לבבך ולא תשמע ונדחת והשתחוית לאלהים אחרים ועבדתם,1
הגדתי לכם היום כי אבד תאבדון לא תאריכן ימים על האדמה אשר אתה עבר את הירדן לבא שמה לרשתה,1
העידתי בכם היום את השמים ואת הארץ החיים והמות נתתי לפניך הברכה והקללה ובחרת בחיים למען תחיה אתה וזרעך,1
לאהבה את יהוה אלהיך לשמע בקלו ולדבקה בו כי הוא חייך וארך ימיך לשבת על האדמה אשר נשבע יהוה לאבתיך לאברהם ליצחק וליעקב לתת להם,1
וילך משה וידבר את הדברים האלה אל כל ישראל,1
ויאמר אלהם בן מאה ועשרים שנה אנכי היום לא אוכל עוד לצאת ולבוא ויהוה אמר אלי לא תעבר את הירדן הזה,1
יהוה אלהיך הוא עבר לפניך הוא ישמיד את הגוים האלה מלפניך וירשתם יהושע הוא עבר לפניך כאשר דבר יהוה,1
ועשה יהוה להם כאשר עשה לסיחון ולעוג מלכי האמרי ולארצם אשר השמיד אתם,1
ונתנם יהוה לפניכם ועשיתם להם ככל המצוה אשר צויתי אתכם,1
חזקו ואמצו אל תיראו ואל תערצו מפניהם כי יהוה אלהיך הוא ההלך עמך לא ירפך ולא יעזבך,1
ויקרא משה ליהושע ויאמר אליו לעיני כל ישראל חזק ואמץ כי אתה תבוא את העם הזה אל הארץ אשר נשבע יהוה לאבתם לתת להם ואתה תנחילנה אותם,1
ויהוה הוא ההלך לפניך הוא יהיה עמך לא ירפך ולא יעזבך לא תירא ולא תחת,1
ויכתב משה את התורה הזאת ויתנה אל הכהנים בני לוי הנשאים את ארון ברית יהוה ואל כל זקני ישראל,1
ויצו משה אותם לאמר מקץ שבע שנים במעד שנת השמטה בחג הסכות,1
בבוא כל ישראל לראות את פני יהוה אלהיך במקום אשר יבחר תקרא את התורה הזאת נגד כל ישראל באזניהם,1
הקהל את העם האנשים והנשים והטף וגרך אשר בשעריך למען ישמעו ולמען ילמדו ויראו את יהוה אלהיכם ושמרו לעשות את כל דברי התורה הזאת,1
ובניהם אשר לא ידעו ישמעו ולמדו ליראה את יהוה אלהיכם כל הימים אשר אתם חיים על האדמה אשר אתם עברים את הירדן שמה לרשתה,1
כי מה יותר לחכם מן הכסיל מה לעני יודע להלך נגד החיים,1
טוב מראה עינים מהלך נפש גם זה הבל ורעות רוח,1
מה שהיה כבר נקרא שמו ונודע אשר הוא אדם ולא יוכל לדין עם שהתקיף [שתקיף] ממנו,1
כי יש דברים הרבה מרבים הבל מה יתר לאדם,1
כי מי יודע מה טוב לאדם בחיים מספר ימי חיי הבלו ויעשם כצל אשר מי יגיד לאדם מה יהיה אחריו תחת השמש,1
טוב שם משמן טוב ויום המות מיום הולדו,1
טוב ללכת אל בית אבל מלכת אל בית משתה באשר הוא סוף כל האדם והחי יתן אל לבו,1
טוב כעס משחק כי ברע פנים ייטב לב,1
לב חכמים בבית אבל ולב כסילים בבית שמחה,1
טוב לשמע גערת חכם מאיש שמע שיר כסילים,1
כי כקול הסירים תחת הסיר כן שחק הכסיל וגם זה הבל,1
כי העשק יהולל חכם ויאבד את לב מתנה,1
טוב אחרית דבר מראשיתו טוב ארך רוח מגבה רוח,1
אל תבהל ברוחך לכעוס כי כעס בחיק כסילים ינוח,1
אל תאמר מה היה שהימים הראשנים היו טובים מאלה כי לא מחכמה שאלת על זה,1
ויאמר בעז לזקנים וכל העם עדים אתם היום כי קניתי את כל אשר לאלימלך ואת כל אשר לכליון ומחלון מיד נעמי,1
וגם את רות המאביה אשת מחלון קניתי לי לאשה להקים שם המת על נחלתו ולא יכרת שם המת מעם אחיו ומשער מקומו עדים אתם היום,1
ויאמרו כל העם אשר בשער והזקנים עדים יתן יהוה את האשה הבאה אל ביתך כרחל וכלאה אשר בנו שתיהם את בית ישראל ועשה חיל באפרתה וקרא שם בבית לחם,1
ויהי ביתך כבית פרץ אשר ילדה תמר ליהודה מן הזרע אשר יתן יהוה לך מן הנערה הזאת,1
ויקח בעז את רות ותהי לו לאשה ויבא אליה ויתן יהוה לה הריון ותלד בן,1
ותאמרנה הנשים אל נעמי ברוך יהוה אשר לא השבית לך גאל היום ויקרא שמו בישראל,1
והיה לך למשיב נפש ולכלכל את שיבתך כי כלתך א‍שר אהבתך ילדתו אשר היא טובה לך משבעה בנים,1
ותקח נעמי את הילד ותשתהו בחיקה ותהי לו לאמנת,1
ותקראנה לו השכנות שם לאמר ילד בן לנעמי ותקראנה שמו עובד הוא אבי ישי אבי דוד,1
ואשקלה על ידם כסף ככרים שש מאות וחמשים וכלי כסף מאה לככרים זהב מאה ככר,1
וכפרי זהב עשרים לאדרכנים אלף וכלי נחשת מצהב טובה שנים חמודת כזהב,1
ואמרה אלהם אתם קדש ליהוה והכלים קדש והכסף והזהב נדבה ליהוה אלהי אבתיכם,1
שקדו ושמרו עד תשקלו לפני שרי הכהנים והלוים ושרי האבות לישראל בירושלם הלשכות בית יהוה,1
וקבלו הכהנים והלוים משקל הכסף והזהב והכלים להביא לירושלם לבית אלהינו,1
ונסעה מנהר אהוא בשנים עשר לחדש הראשון ללכת ירושלם ויד אלהינו היתה עלינו ויצילנו מכף אויב ואורב על הדרך,1
ונבוא ירושלם ונשב שם ימים שלשה,1
וביום הרביעי נשקל הכסף והזהב והכלים בבית אלהינו על יד מרמות בן אוריה הכהן ועמו אלעזר בן פינחס ועמהם יוזבד בן ישוע ונועדיה בן בנוי הלוים,1
במספר במשקל לכל ויכתב כל המשקל בעת ההיא,1
הבאים מהשבי בני הגולה הקריבו עלות לאלהי ישראל פרים שנים עשר על כל ישראל אילים תשעים וששה כבשים שבעים ושבעה צפירי חטאת שנים עשר הכל עולה ליהוה,1
ויתנו את דתי המלך לאחשדרפני המלך ופחוות עבר הנהר ונשאו את העם ואת בית האלהים,1
וככלות אלה נגשו אלי השרים לאמר לא נבדלו העם ישראל והכהנים והלוים מעמי הארצות כתועבתיהם לכנעני החתי הפרזי היבוסי העמני המאבי המצרי והאמרי,1
כי נשאו מבנתיהם להם ולבניהם והתערבו זרע הקדש בעמי הארצות ויד השרים והסגנים היתה במעל הזה ראשונה  וכשמעי את הדבר הזה קרעתי את בגדי ומעילי ואמרטה משער ראשי וזקני ואשבה משומם,1
ואלי יאספו כל חרד בדברי אלהי ישראל על מעל הגולה ואני ישב משומם עד למנחת הערב,1
ובמנחת הערב קמתי מתעניתי ובקרעי בגדי ומעילי ואכרעה על ברכי ואפרשה כפי אל יהוה אלהי,1
ואמרה אלהי בשתי ונכלמתי להרים אלהי פני אליך כי עונתינו רבו למעלה ראש ואשמתנו גדלה עד לשמים,1
והכיתם כל עיר מבצר וכל עיר מבחור וכל עץ טוב תפילו וכל מעיני מים תסתמו וכל החלקה הטובה תכאבו באבנים,1
ויהי בבקר כעלות המנחה והנה מים באים מדרך אדום ותמלא הארץ את המים,1
וכל מואב שמעו כי עלו המלכים להלחם בם ויצעקו מכל חגר חגרה ומעלה ויעמדו על הגבול,1
וישכימו בבקר והשמש זרחה על המים ויראו מואב מנגד את המים אדמים כדם,1
ויאמרו דם זה החרב נחרבו המלכים ויכו איש את רעהו ועתה לשלל מואב,1
ויבאו אל מחנה ישראל ויקמו ישראל ויכו את מואב וינסו מפניהם ויבו [ויכו] בה והכות את מואב,1
והערים יהרסו וכל חלקה טובה ישליכו איש אבנו ומלאוה וכל מעין מים יסתמו וכל עץ טוב יפילו עד השאיר אבניה בקיר חרשת ויסבו הקלעים ויכוה,1
וירא מלך מואב כי חזק ממנו המלחמה ויקח אותו שבע מאות איש שלף חרב להבקיע אל מלך אדום ולא יכלו,1
ויקח את בנו הבכור אשר ימלך תחתיו ויעלהו עלה על החמה ויהי קצף גדול על ישראל ויסעו מעליו וישבו לארץ,1
ואשה אחת מנשי בני הנביאים צעקה אל אלישע לאמר עבדך אישי מת ואתה ידעת כי עבדך היה ירא את יהוה והנשה בא לקחת את שני ילדי לו לעבדים,1
ויאמר אליה אלישע מה אעשה לך הגידי לי מה יש לכי [לך] בבית ותאמר אין לשפחתך כל בבית כי אם אסוך שמן,1
ויאמר לכי שאלי לך כלים מן החוץ מאת כל שכנכי [שכניך] כלים רקים אל תמעיטי,1
ובאת וסגרת הדלת בעדך ובעד בניך ויצקת על כל הכלים האלה והמלא תסיעי,1
ותלך מאתו ותסגר הדלת בעדה ובעד בניה הם מגשים אליה והיא מיצקת [מוצקת],1
ויהי כמלאת הכלים ותאמר אל בנה הגישה אלי עוד כלי ויאמר אליה אין עוד כלי ויעמד השמן,1
ותבא ותגד לאיש האלהים ויאמר לכי מכרי את השמן ושלמי את נשיכי [נשיך] ואת בניכי [ובניך] תחיי בנותר,1
ויהי היום ויעבר אלישע אל שונם ושם אשה גדולה ותחזק בו לאכל לחם ויהי מדי עברו יסר שמה לאכל לחם,1
ותאמר אל אישה הנה נא ידעתי כי איש אלהים קדוש הוא עבר עלינו תמיד,1
נעשה נא עלית קיר קטנה ונשים לו שם מטה ושלחן וכסא ומנורה והיה בבאו אלינו יסור שמה,1
ויהי היום ויבא שמה ויסר אל העליה וישכב שמה,1
ויאמר אל גחזי נערו קרא לשונמית הזאת ויקרא לה ותעמד לפניו,1
ויאמר לו אמר נא אליה הנה חרדת אלינו את כל החרדה הזאת מה לעשות לך היש לדבר לך אל המלך או אל שר הצבא ותאמר בתוך עמי אנכי ישבת,1
ויאמר ומה לעשות לה ויאמר גיחזי אבל בן אין לה ואישה זקן,1
ויאמר קרא לה ויקרא לה ותעמד בפתח,1
ויאמר למועד הזה כעת חיה אתי [את] חבקת בן ותאמר אל אדני איש האלהים אל תכזב בשפחתך,1
ותהר האשה ותלד בן למועד הזה כעת חיה אשר דבר אליה אלישע,1
ויגדל הילד ויהי היום ויצא אל אביו אל הקצרים,1
ויאמר אל אביו ראשי ראשי ויאמר אל הנער שאהו אל אמו,1
וישאהו ויביאהו אל אמו וישב על ברכיה עד הצהרים וימת,1
ותעל ותשכבהו על מטת איש האלהים ותסגר בעדו ותצא,1
ותקרא אל אישה ותאמר שלחה נא לי אחד מן הנערים ואחת האתנות וארוצה עד איש האלהים ואשובה,1
ויאמר מדוע אתי [את] הלכתי [הלכת] אליו היום לא חדש ולא שבת ותאמר שלום,1
ותחבש האתון ותאמר אל נערה נהג ולך אל תעצר לי לרכב כי אם אמרתי לך,1
ותלך ותבוא אל איש האלהים אל הר הכרמל ויהי כראות איש האלהים אתה מנגד ויאמר אל גיחזי נערו הנה השונמית הלז,1
עתה רוץ נא לקראתה ואמר לה השלום לך השלום לאישך השלום לילד ותאמר שלום,1
ותבא אל איש האלהים אל ההר ותחזק ברגליו ויגש גיחזי להדפה ויאמר איש האלהים הרפה לה כי נפשה מרה לה ויהוה העלים ממני ולא הגיד לי,1
ותאמר השאלתי בן מאת אדני הלא אמרתי לא תשלה אתי,1
ויאמר לגיחזי חגר מתניך וקח משענתי בידך ולך כי תמצא איש לא תברכנו וכי יברכך איש לא תעננו ושמת משענתי על פני הנער,1
ותאמר אם הנער חי יהוה וחי נפשך אם אעזבך ויקם וילך אחריה,1
וגחזי עבר לפניהם וישם את המשענת על פני הנער ואין קול ואין קשב וישב לקראתו ויגד לו לאמר לא הקיץ הנער,1
ויבא אלישע הביתה והנה הנער מת משכב על מטתו,1
ויבא ויסגר הדלת בעד שניהם ויתפלל אל יהוה,1
ויעל וישכב על הילד וישם פיו על פיו ועיניו על עיניו וכפיו על כפו [כפיו] ויגהר עליו ויחם בשר הילד,1
וישב וילך בבית אחת הנה ואחת הנה ויעל ויגהר עליו ויזורר הנער עד שבע פעמים ויפקח הנער את עיניו,1
ויקרא אל גיחזי ויאמר קרא אל השנמית הזאת ויקראה ותבוא אליו ויאמר שאי בנך,1
ותבא ותפל על רגליו ותשתחו ארצה ותשא את בנה ותצא,1
ואלישע שב הגלגלה והרעב בארץ ובני הנביאים ישבים לפניו ויאמר לנערו שפת הסיר הגדולה ובשל נזיד לבני הנביאים,1
ויצא אחד אל השדה ללקט ארת וימצא גפן שדה וילקט ממנו פקעת שדה מלא בגדו ויבא ויפלח אל סיר הנזיד כי לא ידעו,1
ויצקו לאנשים לאכול ויהי כאכלם מהנזיד והמה צעקו ויאמרו מות בסיר איש האלהים ולא יכלו לאכל,1
ויאמר וקחו קמח וישלך אל הסיר ויאמר צק לעם ויאכלו ולא היה דבר רע בסיר  ואיש בא מבעל שלשה ויבא לאיש האלהים לחם בכורים עשרים לחם שערים וכרמל בצקלנו ויאמר תן לעם ויאכלו,1
ויאמר משרתו מה אתן זה לפני מאה איש ויאמר תן לעם ויאכלו כי כה אמר יהוה אכל והותר,1
ויתן לפניהם ויאכלו ויותרו כדבר יהוה,1
ונעמן שר צבא מלך ארם היה איש גדול לפני אדניו ונשא פנים כי בו נתן יהוה תשועה לארם והאיש היה גבור חיל מצרע,1
וארם יצאו גדודים וישבו מארץ ישראל נערה קטנה ותהי לפני אשת נעמן,1
ותאמר אל גברתה אחלי אדני לפני הנביא אשר בשמרון אז יאסף אתו מצרעתו,1
ויבא ויגד לאדניו לאמר כזאת וכזאת דברה הנערה אשר מארץ ישראל,1
ויאמר מלך ארם לך בא ואשלחה ספר אל מלך ישראל וילך ויקח בידו עשר ככרי כסף וששת אלפים זהב ועשר חליפות בגדים,1
ויבא הספר אל מלך ישראל לאמר ועתה כבוא הספר הזה אליך הנה שלחתי אליך את נעמן עבדי ואספתו מצרעתו,1
ויהי כקרא מלך ישראל את הספר ויקרע בגדיו ויאמר האלהים אני להמית ולהחיות כי זה שלח אלי לאסף איש מצרעתו כי אך דעו נא וראו כי מתאנה הוא לי,1
ויהי כשמע אלישע איש האלהים כי קרע מלך ישראל את בגדיו וישלח אל המלך לאמר למה קרעת בגדיך יבא נא אלי וידע כי יש נביא בישראל,1
ויבא נעמן בסוסו [בסוסיו] וברכבו ויעמד פתח הבית לאלישע,1
וישלח אליו אלישע מלאך לאמר הלוך ורחצת שבע פעמים בירדן וישב בשרך לך וטהר,1
ויקצף נעמן וילך ויאמר הנה אמרתי אלי יצא יצוא ועמד וקרא בשם יהוה אלהיו והניף ידו אל המקום ואסף המצרע,1
הלא טוב אבנה [אמנה] ופרפר נהרות דמשק מכל מימי ישראל הלא ארחץ בהם וטהרתי ויפן וילך בחמה,1
ויגשו עבדיו וידברו אליו ויאמרו אבי דבר גדול הנביא דבר אליך הלוא תעשה ואף כי אמר אליך רחץ וטהר,1
וירד ויטבל בירדן שבע פעמים כדבר איש האלהים וישב בשרו כבשר נער קטן ויטהר,1
וישב אל איש האלהים הוא וכל מחנהו ויבא ויעמד לפניו ויאמר הנה נא ידעתי כי אין אלהים בכל הארץ כי אם בישראל ועתה קח נא ברכה מאת עבדך,1
ויאמר חי יהוה אשר עמדתי לפניו אם אקח ויפצר בו לקחת וימאן,1
ויאמר נעמן ולא יתן נא לעבדך משא צמד פרדים אדמה כי לוא יעשה עוד עבדך עלה וזבח לאלהים אחרים כי אם ליהוה,1
לדבר הזה יסלח יהוה לעבדך בבוא אדני בית רמון להשתחות שמה והוא נשען על ידי והשתחויתי בית רמן בהשתחויתי בית רמן יסלח נא יהוה לעבדך בדבר הזה,1
ויאמר לו לך לשלום וילך מאתו כברת ארץ  ויאמר גיחזי נער אלישע איש האלהים הנה חשך אדני את נעמן הארמי הזה מקחת מידו את אשר הביא חי יהוה כי אם רצתי אחריו ולקחתי מאתו מאומה,1
וירדף גיחזי אחרי נעמן ויראה נעמן רץ אחריו ויפל מעל המרכבה לקראתו ויאמר השלום,1
ויאמר שלום אדני שלחני לאמר הנה עתה זה באו אלי שני נערים מהר אפרים מבני הנביאים תנה נא להם ככר כסף ושתי חלפות בגדים,1
ויאמר נעמן הואל קח ככרים ויפרץ בו ויצר ככרים כסף בשני חרטים ושתי חלפות בגדים ויתן אל שני נעריו וישאו לפניו,1
ויבא אל העפל ויקח מידם ויפקד בבית וישלח את האנשים וילכו,1
